batch_number,status,title,template_type,volume,kdi,tier,cluster_capture_potential,proposed_article_title,page_purpose,category
4,not_started,chips and salsa,recipe_or_dish,9900.0,21.0,Tier 1,9900.0,Chips Salsa Recipe,seo_target,
4,not_started,how to thicken soup,howto_technique,9900.0,24.0,Tier 1,9900.0,Thicken Soup Recipe,seo_target,
4,not_started,italian sub recipe,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Italian Sub Recipe,seo_target,
4,not_started,when is watermelon season,recipe_or_dish,9900.0,20.0,Tier 1,9900.0,When Watermelon Season Recipe,seo_target,
4,not_started,egg in a hole,recipe_or_dish,9900.0,24.0,Tier 1,9900.0,Egg Hole Recipe,seo_target,
4,not_started,little debbie boston creme pies,recipe_or_dish,9900.0,19.0,Tier 1,9900.0,little debbie boston creme pies,seo_target,brand_news_reactive
4,not_started,mini beer shot,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Mini Beer Shot Recipe,seo_target,
4,not_started,vaca frita,ingredient_hub,9900.0,24.0,Tier 1,9900.0,Vaca Frita Recipe,seo_target,
4,not_started,Steak Sandwich Recipe,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Steak Sandwich Recipe,seo_target,
4,not_started,minted tea,ingredient_hub,9900.0,17.0,Tier 1,9900.0,Minted Tea Recipe,seo_target,
4,not_started,Chocolate Torte,ingredient_hub,9900.0,23.0,Tier 1,9900.0,Chocolate Torte Recipe,seo_target,
4,not_started,egg wash recipe,recipe_or_dish,9900.0,22.0,Tier 1,9900.0,Egg Wash Recipe,seo_target,
4,not_started,boston baked beans candy,recipe_or_dish,9900.0,9.0,Tier 1,9900.0,Boston Baked Beans Candy Recipe,seo_target,
4,not_started,koobideh,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Koobideh Recipe,seo_target,
4,not_started,sugar free chocolate chips,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Sugar Free Chocolate Chips Recipe,seo_target,
4,not_started,Tempura Batter Recipe Light and Crispy,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Tempura Batter Light Crispy Recipe,seo_target,
4,not_started,instant pot pulled pork,recipe_or_dish,9900.0,20.0,Tier 1,9900.0,Instant Pot Pulled Pork Recipe,seo_target,
4,not_started,dijon mustard,ingredient_hub,9900.0,26.0,Tier 1,9900.0,Dijon Mustard Recipe,seo_target,
4,not_started,summer dinner food,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Summer Dinner Food Recipe,seo_target,
4,not_started,how to thaw chicken fast,howto_technique,9900.0,29.0,Tier 1,9900.0,Thaw Chicken Fast Recipe,seo_target,
4,not_started,pickle chips,ingredient_hub,9900.0,18.0,Tier 1,9900.0,Pickle Chips Recipe,seo_target,
4,not_started,sweet and sour mix,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Sweet Sour Mix Recipe,seo_target,
4,not_started,jerk sauce,ingredient_hub,9900.0,23.0,Tier 1,9900.0,Jerk Sauce Recipe,seo_target,
4,not_started,super greens panda express,recipe_or_dish,9900.0,21.0,Tier 1,9900.0,Super Greens Panda Express Recipe,seo_target,
4,not_started,hot sauce recipe,recipe_or_dish,9900.0,23.0,Tier 1,9900.0,Hot Sauce Recipe,seo_target,
4,not_started,biko,ingredient_hub,9900.0,22.0,Tier 1,9900.0,Biko Recipe,seo_target,
4,not_started,macaroni hacks,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Macaroni Hack Recipe,seo_target,
4,not_started,gluten free egg noodles,recipe_or_dish,9900.0,16.0,Tier 1,9900.0,Gluten Free Egg Noodles Recipe,seo_target,
4,not_started,beef chuck,ingredient_hub,9900.0,24.0,Tier 1,9900.0,"Beef Chuck: Uses, Substitutes & Recipes",seo_target,proteins
4,not_started,tamarind sauce,ingredient_hub,9900.0,10.0,Tier 1,9900.0,Tamarind Sauce Recipe,seo_target,
4,not_started,katsuobushi,ingredient_hub,9900.0,28.0,Tier 1,9900.0,"Katsuobushi: Uses, Substitutes & Recipes",seo_target,cuisine_specialty
4,not_started,mayocoba beans,ingredient_hub,9900.0,20.0,Tier 1,9900.0,Mayocoba Beans Recipe,seo_target,
4,not_started,poblano pepper recipes,recipe_or_dish,9900.0,20.0,Tier 1,9900.0,Poblano Pepper Recipe,seo_target,
4,not_started,dried dates,ingredient_hub,9900.0,28.0,Tier 1,9900.0,Dried Date Recipe,seo_target,
4,not_started,Quark Cheese,ingredient_hub,9900.0,24.0,Tier 1,9900.0,Quark Cheese Recipe,seo_target,
4,not_started,chicken parm sandwich,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Chicken Parm Sandwich Recipe,seo_target,
4,not_started,cotija cheese substitute,substitute,9900.0,25.0,Tier 1,9900.0,Best Substitutes for Cotija Cheese,seo_target,
4,not_started,hodge podge,ingredient_hub,9900.0,24.0,Tier 1,9900.0,Hodge Podge Recipe,seo_target,
4,not_started,japanese condiment,ingredient_hub,9900.0,19.0,Tier 1,9900.0,Japanese Condiment Recipe,seo_target,
4,not_started,boneless turkey breast,recipe_or_dish,9900.0,22.0,Tier 1,9900.0,Boneless Turkey Breast Recipe,seo_target,
4,not_started,how to open wine bottle without corkscrew,howto_technique,9900.0,20.0,Tier 1,9900.0,Open Wine Bottle Without Corkscrew Recipe,seo_target,
4,not_started,sun tea,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Sun Tea Recipe,seo_target,
4,not_started,pumpkin cinnamon rolls,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Pumpkin Cinnamon Roll Recipe,seo_target,
4,not_started,ham and beans recipe,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Ham Beans Recipe,seo_target,
4,not_started,Sherry Vinegar,ingredient_hub,9900.0,19.0,Tier 1,9900.0,Sherry Vinegar Recipe,seo_target,
4,not_started,burger and fries,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Burger Fries Recipe,seo_target,
4,not_started,white strawberry,ingredient_hub,9900.0,26.0,Tier 1,9900.0,White Strawberry Recipe,seo_target,
4,not_started,chicken patties,ingredient_hub,9900.0,25.0,Tier 1,9900.0,Chicken Patty Recipe,seo_target,
4,not_started,bibb lettuce,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Bibb Lettuce Recipe,seo_target,
4,not_started,gluten free puff pastry,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Gluten Free Puff Pastry Recipe,seo_target,
4,not_started,puerto rican pasteles,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Puerto Rican Pastele Recipe,seo_target,
4,not_started,pistachio paste,ingredient_hub,9900.0,24.0,Tier 1,9900.0,Pistachio Paste Recipe,seo_target,
4,not_started,tortely,ingredient_hub,9900.0,25.0,Tier 1,9900.0,Tortely Recipe,seo_target,
4,not_started,irish oats recipes,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Irish Oats Recipe,seo_target,
4,not_started,entremet,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Entremet Recipe,seo_target,
4,not_started,baby shower food,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Baby Shower Food Recipe,seo_target,
4,not_started,mexican chorizo,ingredient_hub,9900.0,24.0,Tier 1,9900.0,Mexican Chorizo Recipe,seo_target,
4,not_started,shiitake,ingredient_hub,9900.0,28.0,Tier 1,9900.0,Shiitake Recipe,seo_target,
4,not_started,what is evoo,definition,9900.0,12.0,Tier 1,9900.0,What Is Evoo? (And How to Use It),seo_target,
4,not_started,butter chicken vs tikka masala,comparison,9900.0,8.0,Tier 1,9900.0,Butter Chicken vs. Tikka Masala: What's the Difference?,seo_target,
4,not_started,gluten free granola,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Gluten Free Granola Recipe,seo_target,
4,not_started,gruyere cheese substitute,substitute,9900.0,23.0,Tier 1,9900.0,Best Substitutes for Gruyere Cheese,seo_target,
4,not_started,scungilli,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Scungilli Recipe,seo_target,
4,not_started,healthy protein snacks,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Healthy Protein Snack Recipe,seo_target,
4,not_started,what is the moonshine,definition,9900.0,20.0,Tier 1,9900.0,What Is Moonshine? (And How to Use It),seo_target,
4,not_started,hondashi,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Hondashi Recipe,seo_target,
4,not_started,country ribs recipe,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Country Ribs Recipe,seo_target,
4,not_started,queso cotija,ingredient_hub,9900.0,19.0,Tier 1,9900.0,Queso Cotija Recipe,seo_target,
4,not_started,cajun seafood boil recipe,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Cajun Seafood Boil Recipe,seo_target,
4,not_started,seafood seasoning,ingredient_hub,9900.0,18.0,Tier 1,9900.0,Seafood Seasoning Recipe,seo_target,
4,not_started,garlic chives,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Garlic Chive Recipe,seo_target,
4,not_started,keto recipes for dinner,recipe_or_dish,9900.0,21.0,Tier 1,9900.0,Keto Dinner Recipe,seo_target,
4,not_started,air fryer corn on the cob,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Air Fryer Corn Cob Recipe,seo_target,
4,not_started,cinnamon tea,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Cinnamon Tea Recipe,seo_target,
4,not_started,what is bolognese,definition,9900.0,23.0,Tier 1,9900.0,What Is Bolognese? (And How to Use It),seo_target,
4,not_started,dried pinto beans,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Dried Pinto Beans Recipe,seo_target,
4,not_started,vegan snacks,ingredient_hub,9900.0,18.0,Tier 1,9900.0,Vegan Snack Recipe,seo_target,
4,not_started,curacao drink,ingredient_hub,9900.0,28.0,Tier 1,9900.0,Curacao Drink Recipe,seo_target,
4,not_started,how to cook orzo,howto_technique,9900.0,27.0,Tier 1,9900.0,Orzo Recipe,seo_target,
4,not_started,tortelloni,ingredient_hub,9900.0,21.0,Tier 1,9900.0,Tortelloni Recipe,seo_target,
4,not_started,frozen burritos,ingredient_hub,9900.0,28.0,Tier 1,9900.0,Frozen Burritos Recipe,seo_target,
4,not_started,pork sausage,ingredient_hub,9900.0,18.0,Tier 1,9900.0,Pork Sausage Recipe,seo_target,
4,not_started,hojicha latte,ingredient_hub,9900.0,13.0,Tier 1,9900.0,Hojicha Latte Recipe,seo_target,
4,not_started,ham and cheese croissant,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Ham Cheese Croissant Recipe,seo_target,
4,not_started,raclette,ingredient_hub,9900.0,24.0,Tier 1,9900.0,Raclette Recipe,seo_target,
4,not_started,baked chips,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Baked Chips Recipe,seo_target,
4,not_started,kid friendly dinner ideas,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Kid Friendly Dinner Idea Recipe,seo_target,
4,not_started,pizza base gluten free,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Pizza Base Gluten Free Recipe,seo_target,
4,not_started,peanuts honey,ingredient_hub,9900.0,19.0,Tier 1,9900.0,Peanut Honey Recipe,seo_target,
4,not_started,aji amarillo paste,recipe_or_dish,9900.0,19.0,Tier 1,9900.0,Aji Amarillo Paste Recipe,seo_target,
4,not_started,dairy free butter,recipe_or_dish,9900.0,19.0,Tier 1,9900.0,Dairy Free Butter Recipe,seo_target,
4,not_started,frosted cookies,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Frosted Cookies Recipe,seo_target,
4,not_started,riblets,ingredient_hub,9900.0,20.0,Tier 1,9900.0,Riblet Recipe,seo_target,
4,not_started,frutti di mare,recipe_or_dish,9900.0,17.0,Tier 1,9900.0,Frutti Di Mare Recipe,seo_target,
4,not_started,duxelles,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Duxelle Recipe,seo_target,
4,not_started,spiral pasta,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Spiral Pasta Recipe,seo_target,
4,not_started,beef tendon,ingredient_hub,9900.0,13.0,Tier 1,9900.0,Beef Tendon Recipe,seo_target,
4,not_started,labne,ingredient_hub,9900.0,21.0,Tier 1,9900.0,Labne Recipe,seo_target,
4,not_started,mango habanero sauce,recipe_or_dish,9900.0,16.0,Tier 1,9900.0,Mango Habanero Sauce Recipe,seo_target,
4,not_started,panela cheese,ingredient_hub,9900.0,26.0,Tier 1,9900.0,Panela Cheese Recipe,seo_target,
4,not_started,gin fizz,ingredient_hub,9900.0,21.0,Tier 1,9900.0,Gin Fizz Recipe,seo_target,
4,not_started,almond flour,ingredient_hub,9900.0,24.0,Tier 1,9900.0,Almond Flour Recipe,seo_target,
4,not_started,how to cork a wine bottle,howto_technique,9900.0,27.0,Tier 1,9900.0,Cork Wine Bottle Recipe,seo_target,
4,not_started,navy bean soup recipe,recipe_or_dish,9900.0,27.0,Tier 1,9900.0,Navy Bean Soup Recipe,seo_target,
4,not_started,turkey day dishes,recipe_or_dish,9900.0,13.0,Tier 1,9900.0,Turkey Day Dishe Recipe,seo_target,
4,not_started,low sugar granola,recipe_or_dish,9900.0,13.0,Tier 1,9900.0,Low Sugar Granola Recipe,seo_target,
4,not_started,greek lemon chicken soup,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Greek Lemon Chicken Soup Recipe,seo_target,
4,not_started,peanut butter rice krispie treats,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Peanut Butter Rice Krispie Treat Recipe,seo_target,
4,not_started,meat sauce recipe,recipe_or_dish,9900.0,23.0,Tier 1,9900.0,Meat Sauce Recipe,seo_target,
4,not_started,carne de res,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Carne De Res Recipe,seo_target,
4,not_started,che thai,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Che Thai Recipe,seo_target,
4,not_started,pepper sous,ingredient_hub,9900.0,24.0,Tier 1,9900.0,Pepper Sous Recipe,seo_target,
4,not_started,irish beer,ingredient_hub,9900.0,18.0,Tier 1,9900.0,Irish Beer Recipe,seo_target,
4,not_started,sweet and saltines,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Sweet Saltine Recipe,seo_target,
4,not_started,recipes for oriental noodles,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Oriental Noodles Recipe,seo_target,
4,not_started,gluten free pizza dough,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Gluten Free Pizza Dough Recipe,seo_target,
4,not_started,ground venison recipes,recipe_or_dish,9900.0,19.0,Tier 1,9900.0,Ground Venison Recipe,seo_target,
4,not_started,Piroshki,ingredient_hub,9900.0,25.0,Tier 1,9900.0,Piroshki Recipe,seo_target,
4,not_started,chocolate chip cookies milk,recipe_or_dish,9900.0,23.0,Tier 1,9900.0,Chocolate Chip Cookies Milk Recipe,seo_target,
4,not_started,how to cook black beans,howto_technique,9900.0,26.0,Tier 1,9900.0,Black Beans Recipe,seo_target,
4,not_started,frozen dinner rolls,recipe_or_dish,9900.0,15.0,Tier 1,9900.0,Frozen Dinner Roll Recipe,seo_target,
4,not_started,jello poke cake,recipe_or_dish,9900.0,27.0,Tier 1,9900.0,Jello Poke Cake Recipe,seo_target,
4,not_started,dairy free desserts,recipe_or_dish,9900.0,16.0,Tier 1,9900.0,Dairy Free Dessert Recipe,seo_target,
4,not_started,lamb vindaloo,ingredient_hub,9900.0,18.0,Tier 1,9900.0,Lamb Vindaloo Recipe,seo_target,
4,not_started,korean grocery store,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Korean Grocery Store Recipe,seo_target,
4,not_started,clear soup,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Clear Soup Recipe,seo_target,
4,not_started,high protein vegetarian meals,recipe_or_dish,9900.0,27.0,Tier 1,9900.0,High Protein Vegetarian Meal Recipe,seo_target,
4,not_started,semolina pasta,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Semolina Pasta Recipe,seo_target,
4,not_started,i d l i,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,D L Recipe,seo_target,
4,not_started,halloween cocktails,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Halloween Cocktail Recipe,seo_target,
4,not_started,what are tapas,recipe_or_dish,9900.0,27.0,Tier 1,9900.0,What Are Tapas Recipe,seo_target,
4,not_started,how do you keep ginger,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Keep Ginger Recipe,seo_target,
4,not_started,caramel cake,ingredient_hub,9900.0,26.0,Tier 1,9900.0,Caramel Cake Recipe,seo_target,
4,not_started,how to thicken sauce,howto_technique,9900.0,18.0,Tier 1,9900.0,Thicken Sauce Recipe,seo_target,
4,not_started,blueberry syrup,ingredient_hub,9900.0,17.0,Tier 1,9900.0,Blueberry Syrup Recipe,seo_target,
4,not_started,english muffin for eggs benedict,recipe_or_dish,9900.0,22.0,Tier 1,9900.0,English Muffin Egg Benedict Recipe,seo_target,
4,not_started,red potato salad,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Red Potato Salad Recipe,seo_target,
4,not_started,What Is Boudin,definition,9900.0,29.0,Tier 1,9900.0,What Is Boudin? (And How to Use It),seo_target,
4,not_started,is couscous gluten free,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Is Couscous Gluten Free? Complete Guide,seo_target,
4,not_started,kosher dill pickles,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Kosher Dill Pickles Recipe,seo_target,
4,not_started,black eyed peas new years,recipe_or_dish,9900.0,20.0,Tier 1,9900.0,Black Eyed Pea New Year Recipe,seo_target,
4,not_started,almond croissant,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Almond Croissant Recipe,seo_target,
4,not_started,how to pickle cucumbers,howto_technique,9900.0,25.0,Tier 1,9900.0,Pickle Cucumber Recipe,seo_target,
4,not_started,searing,ingredient_hub,9900.0,28.0,Tier 1,9900.0,Searing Recipe,seo_target,
4,not_started,tamari sauce,ingredient_hub,9900.0,22.0,Tier 1,9900.0,Tamari Sauce Recipe,seo_target,
4,not_started,lumpia wrappers,ingredient_hub,9900.0,28.0,Tier 1,9900.0,Lumpia Wrapper Recipe,seo_target,
4,not_started,veal scallopini,ingredient_hub,9900.0,14.0,Tier 1,9900.0,Veal Scallopini Recipe,seo_target,
4,not_started,crispy burger,ingredient_hub,9900.0,25.0,Tier 1,9900.0,Crispy Burger Recipe,seo_target,
4,not_started,neiman marcus chicken casserole,recipe_or_dish,9900.0,27.0,Tier 1,9900.0,Neiman Marcus Chicken Casserole Recipe,seo_target,
4,not_started,cashew butter,ingredient_hub,9900.0,23.0,Tier 1,9900.0,Cashew Butter Recipe,seo_target,
4,not_started,pastalaya,ingredient_hub,9900.0,21.0,Tier 1,9900.0,Pastalaya Recipe,seo_target,
4,not_started,baby food recipes,recipe_or_dish,9900.0,27.0,Tier 1,9900.0,Baby Food Recipe,seo_target,
4,not_started,pork shank,ingredient_hub,9900.0,17.0,Tier 1,9900.0,Pork Shank Recipe,seo_target,
4,not_started,garlic paste,ingredient_hub,9900.0,25.0,Tier 1,9900.0,Garlic Paste Recipe,seo_target,
4,not_started,frozen fruit,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Frozen Fruit Recipe,seo_target,
4,not_started,how to boil apples for eating,howto_technique,9900.0,26.0,Tier 1,9900.0,Boil Apple Eating Recipe,seo_target,
4,not_started,white rum for pina colada,recipe_or_dish,9900.0,15.0,Tier 1,9900.0,White Rum Pina Colada Recipe,seo_target,
4,not_started,dandelion greens,ingredient_hub,9900.0,28.0,Tier 1,9900.0,Dandelion Greens Recipe,seo_target,
4,not_started,strawberry cake and cheesecake,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Strawberry Cake Cheesecake Recipe,seo_target,
4,not_started,applesauce muffins,ingredient_hub,9900.0,23.0,Tier 1,9900.0,Applesauce Muffin Recipe,seo_target,
4,not_started,mexican appetizers,ingredient_hub,9900.0,16.0,Tier 1,9900.0,Mexican Appetizer Recipe,seo_target,
4,not_started,Lamb Loin Chops,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Lamb Loin Chop Recipe,seo_target,
4,not_started,desiccated coconut,ingredient_hub,9900.0,17.0,Tier 1,9900.0,Desiccated Coconut Recipe,seo_target,
4,not_started,ravioli lasagna,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Ravioli Lasagna Recipe,seo_target,
4,not_started,kiss snowball,ingredient_hub,9900.0,21.0,Tier 1,9900.0,Kiss Snowball Recipe,seo_target,
4,not_started,candied sweet potatoes,recipe_or_dish,9900.0,27.0,Tier 1,9900.0,Candied Sweet Potatoe Recipe,seo_target,
4,not_started,frozen yogurt frozen yogurt,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Frozen Yogurt Frozen Yogurt Recipe,seo_target,
4,not_started,southern comfort manhattan,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Southern Comfort Manhattan Recipe,seo_target,
4,not_started,healthiest fruits,ingredient_hub,9900.0,22.0,Tier 1,9900.0,Healthiest Fruit Recipe,seo_target,
4,not_started,strawberry compote,ingredient_hub,9900.0,25.0,Tier 1,9900.0,Strawberry Compote Recipe,seo_target,
4,not_started,gold rush cocktail,recipe_or_dish,9900.0,24.0,Tier 1,9900.0,Gold Rush Cocktail Recipe,seo_target,
4,not_started,how to tell if a mango is ripe,howto_technique,9900.0,13.0,Tier 1,9900.0,Tell If Mango Ripe Recipe,seo_target,
4,not_started,beets recipe,recipe_or_dish,9900.0,27.0,Tier 1,9900.0,Beet Recipe,seo_target,
4,not_started,peaches and pie,recipe_or_dish,9900.0,28.0,Tier 1,9900.0,Peache Pie Recipe,seo_target,
4,not_started,pickling spice,ingredient_hub,9900.0,27.0,Tier 1,9900.0,Pickling Spice Recipe,seo_target,
4,not_started,top round roast,recipe_or_dish,9900.0,15.0,Tier 1,9900.0,Top Round Roast Recipe,seo_target,
4,not_started,clark bar,ingredient_hub,9900.0,25.0,Tier 1,9900.0,Clark Bar Recipe,seo_target,
4,not_started,gumdrops,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Gumdrop Recipe,seo_target,
4,not_started,vegan cream cheese,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Vegan Cream Cheese Recipe,seo_target,
4,not_started,philadelphia no bake cheesecake filling,recipe_or_dish,9900.0,26.0,Tier 1,9900.0,Philadelphia No Bake Cheesecake Filling Recipe,seo_target,
4,not_started,gluten free mac and cheese,recipe_or_dish,9900.0,21.0,Tier 1,9900.0,Gluten Free Macaroni Cheese Recipe,seo_target,
4,not_started,sirloin steak dishes,recipe_or_dish,9900.0,19.0,Tier 1,9900.0,Sirloin Steak Dishe Recipe,seo_target,
4,not_started,recipe for apple crumble using oats,recipe_or_dish,9900.0,25.0,Tier 1,9900.0,Apple Crumble Oats Recipe,seo_target,
4,not_started,cafeteria noodles,ingredient_hub,9900.0,23.0,Tier 1,9900.0,Cafeteria Noodles Recipe,seo_target,
4,not_started,whole grain mustard,recipe_or_dish,9900.0,15.0,Tier 1,9900.0,Whole Grain Mustard Recipe,seo_target,
4,not_started,crockpot pulled pork recipe,recipe_or_dish,9900.0,29.0,Tier 1,9900.0,Crockpot Pulled Pork Recipe,seo_target,
4,not_started,watermelon cake,ingredient_hub,9900.0,29.0,Tier 1,9900.0,Watermelon Cake Recipe,seo_target,
4,not_started,what is room temp,definition,9900.0,29.0,Tier 1,9900.0,What Is Room Temp? (And How to Use It),seo_target,
4,not_started,bionico,ingredient_hub,9900.0,23.0,Tier 1,9900.0,Bionico Recipe,seo_target,
4,not_started,paprika substitute,substitute,9900.0,26.0,Tier 1,9900.0,Best Substitutes for Paprika,seo_target,
4,not_started,how to make honey and mustard sauce,howto_technique,9900.0,24.0,Tier 1,9900.0,Honey Mustard Sauce Recipe,seo_target,
4,not_started,Croissant Bread,ingredient_hub,9900.0,22.0,Tier 1,9900.0,Croissant Bread Recipe,seo_target,
4,not_started,piccata sauce,ingredient_hub,9900.0,19.0,Tier 1,9900.0,Piccata Sauce Recipe,seo_target,
4,not_started,how to make quinoa,howto_technique,9900.0,29.0,Tier 1,9900.0,Quinoa Recipe,seo_target,
